name,affiliation,department,gold_email,gold_website
William K. Lauenroth,Yale University,Environmental Science,,
Shrikant Mane,Yale University,Medicine,,
Daniel P. Petrylak,Yale University,Medicine,,
E. Botta,Yale University,Physics and Astronomy,,
Mark A. Lemmon,Yale University,Medicine,,
H. R. Band,Yale University,Physics and Astronomy,,
Marcus Bosenberg,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Lawrence J. Hirsch,Yale University,Medicine,,
Patrick D. Lyden,Yale University,Medicine,,
A. Rakotozafindrabe,Yale University,Physics and Astronomy,,
Peter A. Raymond,Yale University,Earth and Planetary Sciences,,
Christopher H. van Dyck,Yale University,Medicine,,
Marvin M. Chun,Yale University,Neuroscience,,
Michael P. Stern,Yale University,Medicine,,
Martin Preisig,Yale University,Medicine,,
Marina R. Picciotto,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Sherman M. Weissman,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Thomas R. Martin,Yale University,Medicine,,
John A. Elefteriades,Yale University,Medicine,,
Roel G.W. Verhaak,Yale University,Medicine,,
Kathleen D. Liu,Yale University,Medicine,,
Mark A. Bradford,Yale University,Agricultural and Biological Sciences,,
J. Goodell,Yale University,Physics and Astronomy,,
Jay A. Tischfield,Yale University,Medicine,,
L. Gladney,Yale University,Physics and Astronomy,,
Jay D. Humphrey,Yale University,Engineering,,
Scott Gettinger,Yale University,Medicine,,
Holden T. Maecker,Yale University,Immunology and Microbiology,,
Frank C. Detterbeck,Yale University,Medicine,,
Sonia Caprio,Yale University,Medicine,,
Richard Ν. Aslin,Yale University,Psychology,,
Nancy J. Brown,Yale University,Medicine,,
Scott J. Miller,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Irvin M. Modlin,Yale University,Medicine,,
James M. Mayer,Yale University,Chemistry,,
Edward J. Miller,Yale University,Medicine,,
Joy Hirsch,Yale University,Neuroscience,,
Howard Bergman,Yale University,Medicine,,
Cary P. Gross,Yale University,"Economics, Econometrics and Finance",,
Robert Mendelsohn,Yale University,"Economics, Econometrics and Finance",,
Eric S. Holmboe,Yale University,Medicine,,
M. Vasileiou,Yale University,Physics and Astronomy,,
Jutta Joormann,Yale University,Psychology,,
James Dziura,Yale University,Neuroscience,,
A. Stephen Morse,Yale University,Computer Science,,
Anthony Leiserowitz,Yale University,Social Sciences,,
Michael H. Bloch,Yale University,Psychology,,
Harriet M. Kluger,Yale University,Medicine,,
Víctor S. Batista,Yale University,Physics and Astronomy,,
Pooja Khatri,Yale University,Medicine,,
George M. Anderson,Yale University,Neuroscience,,
J. Song,Yale University,Physics and Astronomy,,
J. L. Klay,Yale University,Physics and Astronomy,,
Gerald L. Klerman,Yale University,Psychology,,
Dean Karlan,Yale University,"Economics, Econometrics and Finance",,
Larry Davidson,Yale University,Health Professions,,
Peter M. Glazer,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Robert Schoelkopf,Yale University,Computer Science,,
Murat Günel,Yale University,Medicine,,
D. Hatzifotiadou,Yale University,Physics and Astronomy,,
Patrick L. Holland,Yale University,Materials Science,,
H. Caines,Yale University,Physics and Astronomy,,
Gerhard Giebisch,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Paula P. Schnurr,Yale University,Psychology,,
Karl Insogna,Yale University,Medicine,,
Robert M. Carney,Yale University,Medicine,,
João Rocha,Yale University,Materials Science,,
Mark A. Perazella,Yale University,Medicine,,
Vasilis Vasiliou,Yale University,Medicine,,
Fengnian Xia,Yale University,Engineering,,
Andre Levchenko,Yale University,Engineering,,
Kevin N. Sheth,Yale University,Medicine,,
Charalambos Vlachopoulos,Yale University,Medicine,,
Charles S. Dela Cruz,Yale University,Medicine,,
Xuhui Lee,Yale University,Environmental Science,,
Eliot L. Berson,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Barbara Burtness,Yale University,Medicine,,
Rafael Pérez‐Escamilla,Yale University,Medicine,,
Lucila Ohno‐Machado,Yale University,Health Professions,,
Philippe Beutels,Yale University,Mathematics,,
Wendy K. Silverman,Yale University,Psychology,,
Matthew P. Fox,Yale University,Medicine,,
F. Iachello,Yale University,Physics and Astronomy,,
Kutluk Oktay,Yale University,Medicine,,
Alison P. Galvani,Yale University,Mathematics,,
I. P. J. Shipsey,Yale University,Physics and Astronomy,,
Peter R. Crane,Yale University,Agricultural and Biological Sciences,,
Leandros Tassiulas,Yale University,Engineering,,
Ellen Thomas,Yale University,Earth and Planetary Sciences,,
P. Schiffer,Yale University,Physics and Astronomy,,
Oswald J. Schmitz,Yale University,Environmental Science,,
Yuval Kluger,Yale University,"Biochemistry, Genetics and Molecular Biology",,
I. C. Arsene,Yale University,Physics and Astronomy,,
Nathan D. Grubaugh,Yale University,Medicine,,
Melinda L. Irwin,Yale University,Medicine,,
S. Demers,Yale University,Physics and Astronomy,,
Edward Zigler,Yale University,Social Sciences,,
Yohan Bossé,Yale University,Medicine,,
George Anderson,Yale University,Neuroscience,,
Ravi Dhar,Yale University,Decision Sciences,,
Stijn Claessens,Yale University,"Economics, Econometrics and Finance",,
James E. Childs,Yale University,Medicine,,
Kimberly A. Yonkers,Yale University,Medicine,,
Sisse Rye Ostrowski,Yale University,Medicine,,
Mark A. Johnson,Yale University,Physics and Astronomy,,
L. I. Glazman,Yale University,Physics and Astronomy,,
Jeptha P. Curtis,Yale University,Medicine,,
Meir H. Kryger,Yale University,Medicine,,
Michael Kashgarian,Yale University,Medicine,,
David G. Schatz,Yale University,Immunology and Microbiology,,
Jan Schroers,Yale University,Engineering,,
Gail J. Roboz,Yale University,Medicine,,
Alessandro D. Santin,Yale University,Medicine,,
Peter E. Schwartz,Yale University,Medicine,,
C.A. Marsden,Yale University,Neuroscience,,
Linda C. Mayes,Yale University,Psychology,,
Berndt Müller,Yale University,Physics and Astronomy,,
Bauer E. Sumpio,Yale University,Medicine,,
Luigi Frunzio,Yale University,Computer Science,,
David F. Stern,Yale University,Medicine,,
Yongfei Wang,Yale University,Medicine,,
George Tellides,Yale University,Immunology and Microbiology,,
Rami S. Komrokji,Yale University,Medicine,,
Jonathan N. Grauer,Yale University,Medicine,,
Joel Paris,Yale University,Psychology,,
P. Slattery,Yale University,Physics and Astronomy,,
John I. Brauman,Yale University,Physics and Astronomy,,
Matteo Giovanni Della Porta,Yale University,Medicine,,
Jeffrey C. Alexander,Yale University,Social Sciences,,
Ronald R. Coifman,Yale University,Computer Science,,
Leonard K. Kaczmarek,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Karl K. Turekian,Yale University,Earth and Planetary Sciences,,
Peter T. Campbell,Yale University,Medicine,,
Julie B. Zimmerman,Yale University,Arts and Humanities,,
Chiang‐Shan R. Li,Yale University,Neuroscience,,
Michael L.J. Apuzzo,Yale University,Medicine,,
Frank H. Ruddle,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Domenic V. Cicchetti,Yale University,Neuroscience,,
Nam Jin Yoo,Yale University,Medicine,,
Heather Allore,Yale University,"Economics, Econometrics and Finance",,
A. Calivà,Yale University,Physics and Astronomy,,
Alan Anticevic,Yale University,Neuroscience,,
Paul T. Anastas,Yale University,Environmental Science,,
Jan B. Hoek,Yale University,"Biochemistry, Genetics and Molecular Biology",,
William H. Konigsberg,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Lawrence H. Staib,Yale University,Computer Science,,
Bruce Strober,Yale University,Immunology and Microbiology,,
Suchitra Krishnan‐Sarin,Yale University,Medicine,,
Serap Aksoy,Yale University,Agricultural and Biological Sciences,,
Seth A. Rosenthal,Yale University,Medicine,,
M. Arslandok,Yale University,Physics and Astronomy,,
Morris D. Bell,Yale University,Medicine,,
Adam Cheng,Yale University,Medicine,,
Ruth Halaban,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Hua Xu,Yale University,"Biochemistry, Genetics and Molecular Biology",,
James S. Duncan,Yale University,Computer Science,,
Mario Strazzabosco,Yale University,Medicine,,
Ted Cohen,Yale University,Medicine,,
Ruth McCorkle,Yale University,Medicine,,
Antonio Omuro,Yale University,Medicine,,
Adalgisa Caccone,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Lisa D. Pfefferle,Yale University,Chemical Engineering,,
Peter J. Krause,Yale University,Immunology and Microbiology,,
Hon‐Ming Lam,Yale University,Agricultural and Biological Sciences,,
O. Vázquez Doce,Yale University,Physics and Astronomy,,
Valeria Santini,Yale University,Medicine,,
Xiaosong Li,Yale University,Physics and Astronomy,,
C. Varni,Yale University,Physics and Astronomy,,
Steven J. Schiff,Yale University,Neuroscience,,
Boris Ν. Kholodenko,Yale University,"Biochemistry, Genetics and Molecular Biology",,
John E. Pachankis,Yale University,Psychology,,
Stuart A. Weinzimer,Yale University,Medicine,,
Alan Dardik,Yale University,Medicine,,
Jeph Herrin,Yale University,"Economics, Econometrics and Finance",,
Nicholas L. Tilney,Yale University,Medicine,,
Kristen Brennand,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Susan T. Iannaccone,Yale University,Medicine,,
Claude G. Wasterlain,Yale University,Neuroscience,,
Linda C. Mayes,Yale University,Psychology,,
Markus Müschen,Yale University,Medicine,,
Rong Fan,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Hong X. Tang,Yale University,Engineering,,
Joseph K. Lim,Yale University,Medicine,,
Sherry A. McKee,Yale University,Medicine,,
Martin Saunders,Yale University,Earth and Planetary Sciences,,
Steven W. Zucker,Yale University,Neuroscience,,
Byron H. Waksman,Yale University,Immunology and Microbiology,,
John D. Roberts,Yale University,Medicine,,
Eugene D. Shapiro,Yale University,Immunology and Microbiology,,
Yung‐Chi Cheng,Yale University,Medicine,,
Kevin C. O’Connor,Yale University,Medicine,,
Xiang Zhou,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Aaron M. Dollar,Yale University,Engineering,,
Christopher D. Incarvito,Yale University,Materials Science,,
A.J. Pakstis,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Brett King,Yale University,Medicine,,
Brian J. Scholl,Yale University,Neuroscience,,
Christoph Busch,Yale University,Computer Science,,
C. Baltay,Yale University,Physics and Astronomy,,
Albert J. Sinusas,Yale University,Medicine,,
S. Anderson,Yale University,Physics and Astronomy,,
Joseph J. Fins,Yale University,Health Professions,,
Nilay Hazari,Yale University,Materials Science,,
Xiaomei Ma,Yale University,Medicine,,
David C. Madoff,Yale University,Medicine,,
Carl Gans,Yale University,Environmental Science,,
Gail D’Onofrio,Yale University,Medicine,,
Ann Kurth,Yale University,Medicine,,
Rohan Khera,Yale University,Medicine,,
O. K. Baker,Yale University,Physics and Astronomy,,
Susan Rose‐Ackerman,Yale University,Social Sciences,,
Richard M. Nowak,Yale University,Medicine,,
J.W. Faller,Yale University,Materials Science,,
Jeffrey P. Townsend,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Lingeng Lu,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Gary L. Haller,Yale University,Materials Science,,
Erica S. Spatz,Yale University,Medicine,,
Amy E. DeZern,Yale University,Medicine,,
Emre Seli,Yale University,Medicine,,
Richard Albert,Yale University,Social Sciences,,
Karen S. Anderson,Yale University,Medicine,,
Thomas Pogge,Yale University,Social Sciences,,
Pei Hui,Yale University,Medicine,,
Lin Zhong,Yale University,Engineering,,
A. Bale,Yale University,"Biochemistry, Genetics and Molecular Biology",,
John M. Morton,Yale University,Medicine,,
Veronica Chiang,Yale University,Medicine,,
Mark E. Cohen,Yale University,Medicine,,
Seyla Benhabib,Yale University,Social Sciences,,
Thomas J. McMahon,Yale University,Physics and Astronomy,,
Marla Geha,Yale University,Physics and Astronomy,,
Joseph K. Canner,Yale University,Medicine,,
Fēi Dèng,Yale University,Medicine,,
M. Dasgupta,Yale University,Physics and Astronomy,,
David B. Seifer,Yale University,Medicine,,
Sara Jane Webb,Yale University,Neuroscience,,
Nicholas B. Turk‐Browne,Yale University,Neuroscience,,
Matthew M. Burg,Yale University,Medicine,,
F. Perry Wilson,Yale University,Medicine,,
Angela J. Rogers,Yale University,Medicine,,
Amer M. Zeidan,Yale University,Medicine,,
S. K. Lamoreaux,Yale University,Physics and Astronomy,,
D. R. Nygren,Yale University,Physics and Astronomy,,
Alan S. Gerber,Yale University,Social Sciences,,
Joseph P. Eder,Yale University,Medicine,,
Wen‐Yih Isaac Tseng,Yale University,Medicine,,
Barbara Alicja Jereczek‐Fossa,Yale University,Physics and Astronomy,,
Katerina Politi,Yale University,Medicine,,
Nihar R. Desai,Yale University,Medicine,,
Cynthia Brandt,Yale University,Medicine,,
D.C. Hanna,Yale University,Engineering,,
Rohini Pande,Yale University,"Economics, Econometrics and Finance",,
Daniel Zelterman,Yale University,Medicine,,
Michał F. Kamiński,Yale University,Medicine,,
Jeffrey M. Testani,Yale University,Medicine,,
Zachary Miller,Yale University,Neuroscience,,
H. Kasha,Yale University,Physics and Astronomy,,
Luca Fabris,Yale University,Medicine,,
R. F. Casten,Yale University,Physics and Astronomy,,
John E. Roemer,Yale University,"Economics, Econometrics and Finance",,
Paul W. Snyder,Yale University,Medicine,,
Milton W. Cole,Yale University,Physics and Astronomy,,
Larry Samuelson,Yale University,"Economics, Econometrics and Finance",,
Jungho Im,Yale University,Environmental Science,,
Stefania Bellone,Yale University,Medicine,,
Andrés Martin,Yale University,Psychology,,
Dawn Provenzale,Yale University,Medicine,,
Nicole Kleinstreuer,Yale University,Veterinary,,
Maryam B. Lustberg,Yale University,Medicine,,
Shuangge Ma,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Jason M. Fletcher,Yale University,Social Sciences,,
Nicola Santoro,Yale University,Computer Science,,
Jason M. Johnson,Yale University,Medicine,,
Brian L. Edlow,Yale University,Medicine,,
Wei Ji,Yale University,Neuroscience,,
Alexios S. Antonopoulos,Yale University,Medicine,,
Jay Pratt,Yale University,Neuroscience,,
Christian Rosé,Yale University,Medicine,,
Lauren Sansing,Yale University,Medicine,,
Joseph L. Goulet,Yale University,Medicine,,
Sara I. Pai,Yale University,Medicine,,
Peter J. Gruber,Yale University,Medicine,,
Leslie Curry,Yale University,Health Professions,,
C. Rosenfeld,Yale University,Physics and Astronomy,,
Tammy Chung,Yale University,Medicine,,
Yuichi Ohashi,Yale University,Medicine,,
Takayuki Takasugi,Yale University,Engineering,,
Padma Kaul,Yale University,Medicine,,
Udo D. Schwarz,Yale University,Physics and Astronomy,,
Lori A. Bastian,Yale University,Medicine,,
George B. Cunningham,Yale University,Social Sciences,,
Howard P. Forman,Yale University,Medicine,,
E. Bakos,Yale University,Physics and Astronomy,,
Il‐Seon Shin,Yale University,Medicine,,
Xiaoyuan Wang,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Y. Alhassid,Yale University,Physics and Astronomy,,
Robert Heimer,Yale University,Medicine,,
Brandon Q. Mercado,Yale University,Materials Science,,
Sarah B. Goldberg,Yale University,Medicine,,
John A. Persing,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Bohdan Pomahač,Yale University,Medicine,,
Daisuke Nagai,Yale University,Physics and Astronomy,,
Jonathan R. Macey,Yale University,"Economics, Econometrics and Finance",,
Liang‐In Lin,Yale University,Medicine,,
Francine M. Foss,Yale University,Medicine,,
Daniel M. Weinberger,Yale University,Medicine,,
Sara Poletti,Yale University,Neuroscience,,
Daniel E. Rosner,Yale University,Engineering,,
Jeanne E. Hendrickson,Yale University,Medicine,,
Adam de Havenon,Yale University,Medicine,,
Yanhong Deng,Yale University,Medicine,,
Charles Matouk,Yale University,Medicine,,
Masoud Azodi,Yale University,Medicine,,
Kiran K. Turaga,Yale University,Medicine,,
Bruce Ackerman,Yale University,Social Sciences,,
P. Elliott Miller,Yale University,Medicine,,
Gregory A. Huber,Yale University,Social Sciences,,
Matthew S. Rosen,Yale University,Medicine,,
Anthony W. Kim,Yale University,Medicine,,
Dheeraj Gandhi,Yale University,Medicine,,
Behnood Bikdeli,Yale University,Medicine,,
L.T. Tanoue,Yale University,Medicine,,
Avirup Guha,Yale University,Medicine,,
Kimberly A. Davis,Yale University,Medicine,,
Arnab Chakravarti,Yale University,Medicine,,
Roy H. Decker,Yale University,Medicine,,
Claire Bowern,Yale University,Social Sciences,,
Albert Lee,Yale University,Medicine,,
Neil Gunningham,Yale University,"Business, Management and Accounting",,
V Reinke,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Naoki Suzuki,Yale University,Medicine,,
D. Varouchas,Yale University,Physics and Astronomy,,
Anees B. Chagpar,Yale University,"Biochemistry, Genetics and Molecular Biology",,
William Damsky,Yale University,Medicine,,
Kenneth B. Roberts,Yale University,Medicine,,
Lakshmanan Krishnamurti,Yale University,Medicine,,
Thomas Fernandez,Yale University,Neuroscience,,
Tinku Thomas,Yale University,Nursing,,
Peter Lenz,Yale University,Medicine,,
Bahman Jabbari,Yale University,Medicine,,
N. N. Greenwood,Yale University,Medicine,,
P. Tipton,Yale University,Physics and Astronomy,,
Zhonghua Tang,Yale University,Agricultural and Biological Sciences,,
Sandra Ann Carson,Yale University,Medicine,,
Bulat A. Ziganshin,Yale University,Medicine,,
S. Lai,Yale University,Physics and Astronomy,,
William C. Becker,Yale University,Medicine,,
Xiaoying Zheng,Yale University,Social Sciences,,
Alik S. Widge,Yale University,Medicine,,
Jianhui Wang,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Jean L. Bolognia,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Stephen Darwall,Yale University,Arts and Humanities,,
Prashanth Vallabhajosyula,Yale University,Medicine,,
Jill R. Stewart,Yale University,Engineering,,
Ahmed Mushfiq Mobarak,Yale University,Social Sciences,,
Raghav Sundar,Yale University,Medicine,,
Chia‐Hui Chen,Yale University,Medicine,,
Jong-Tae Lee,Yale University,Environmental Science,,
William Zhu,Yale University,Computer Science,,
Peter T. Rakich,Yale University,Engineering,,
Christine Bundy,Yale University,Immunology and Microbiology,,
M. Sawicki,Yale University,Materials Science,,
E. Jennifer Edelman,Yale University,Medicine,,
Amanda E. Nelson,Yale University,Medicine,,
D. R. Shope,Yale University,Physics and Astronomy,,
Takehiro Takahashi,Yale University,Medicine,,
John D. Brewer,Yale University,Social Sciences,,
Markus Krane,Yale University,Medicine,,
Tamar H. Taddei,Yale University,Medicine,,
Despina Kontos,Yale University,Medicine,,
Harry R. Aslanian,Yale University,Medicine,,
Santosh B. Murthy,Yale University,Medicine,,
Jessica Lee,Yale University,Medicine,,
J. E. Lambert,Yale University,Physics and Astronomy,,
Andrew M. Brunner,Yale University,Medicine,,
Fariha Hasan,Yale University,Environmental Science,,
Jason N. Katz,Yale University,Engineering,,
Soojin Park,Yale University,Medicine,,
Yuan Lu,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Dirk Bergemann,Yale University,Decision Sciences,,
Chang‐Woo Lee,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Hsien Seow,Yale University,Medicine,,
Dongyan Zhang,Yale University,Chemistry,,
Erwin Adams,Yale University,Chemistry,,
Jay Winter,Yale University,Social Sciences,,
Ian Ayres,Yale University,"Economics, Econometrics and Finance",,
Phillip Joseph,Yale University,Engineering,,
L. Lehtiö,Yale University,Medicine,,
Maximilian Stahl,Yale University,Medicine,,
Chao Ma,Yale University,Earth and Planetary Sciences,,
Guoping Cai,Yale University,Medicine,,
Jeffrey M. Cohen,Yale University,Medicine,,
Jungmin Choi,Yale University,Medicine,,
Nikolai A. Podoltsev,Yale University,Medicine,,
Chi Liu,Yale University,Medicine,,
M. Chadi Alraies,Yale University,Medicine,,
David A. Braun,Yale University,Medicine,,
Ajay Malhotra,Yale University,Medicine,,
Kim G. Smolderen,Yale University,Medicine,,
Jacob S. Hacker,Yale University,Social Sciences,,
Bryan Hooi,Yale University,Computer Science,,
Christine J. Ko,Yale University,Medicine,,
D. K. Panchal,Yale University,Physics and Astronomy,,
M. A. Slade,Yale University,Physics and Astronomy,,
J. D. Kurfess,Yale University,Physics and Astronomy,,
Elizabeth Davidson,Yale University,Social Sciences,,
Tariq Ali,Yale University,Engineering,,
Stuart B. Schwartz,Yale University,Social Sciences,,
Wei Shen Tan,Yale University,Medicine,,
Leslie M. Scoutt,Yale University,Medicine,,
Zorica Buser,Yale University,Medicine,,
Ming‐Yang Kao,Yale University,Computer Science,,
Andrew West,Yale University,Engineering,,
Marc Pelletier,Yale University,Medicine,,
Uma Borate,Yale University,Medicine,,
Xi Xiao,Yale University,Computer Science,,
Hajime Katô,Yale University,Physics and Astronomy,,
Ian Johnson,Yale University,Neuroscience,,
Michael Leapman,Yale University,Medicine,,
Alexander Coppock,Yale University,Mathematics,,
Makoto Mori,Yale University,Medicine,,
Chao Dong,Yale University,Engineering,,
Zhengxing Zhang,Yale University,Medicine,,
Nils Holger Petersen,Yale University,Arts and Humanities,,
